Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,B365>2.5,B365<2.5,Avg>2.5,Avg<2.5
SWE1,30/07/2023,Goteborg,Kalmar,2,0,H,1.80,2.00,1.80,2.00
SWE1,31/07/2023,Malmo FF,Varnamo,3,1,H,1.80,2.00,1.80,2.00
SWE1,31/07/2023,Sirius,AIK,0,1,A,1.80,2.00,1.80,2.00
SWE1,05/08/2023,Brommapojkarna,Varnamo,0,2,A,1.80,2.00,1.80,2.00
SWE1,06/08/2023,Elfsborg,Sirius,1,0,H,1.80,2.00,1.80,2.00
SWE1,06/08/2023,Kalmar,AIK,1,1,D,1.80,2.00,1.80,2.00
SWE1,07/08/2023,Malmo FF,Halmstad,3,0,H,1.80,2.00,1.80,2.00
SWE1,07/08/2023,Norrkoping,Goteborg,3,0,H,1.80,2.00,1.80,2.00
SWE1,07/08/2023,Varberg,Mjallby,0,3,A,1.80,2.00,1.80,2.00
SWE1,12/08/2023,AIK,Brommapojkarna,2,2,D,1.80,2.00,1.80,2.00
SWE1,13/08/2023,Goteborg,Djurgarden,2,1,H,1.80,2.00,1.80,2.00
SWE1,13/08/2023,Sirius,Kalmar,3,0,H,1.80,2.00,1.80,2.00
SWE1,13/08/2023,Hacken,Varberg,2,0,H,1.80,2.00,1.80,2.00
SWE1,13/08/2023,Halmstad,Norrkoping,1,3,A,1.80,2.00,1.80,2.00
SWE1,13/08/2023,Hammarby,Elfsborg,1,0,H,1.80,2.00,1.80,2.00
SWE1,14/08/2023,Mjallby,Malmo FF,1,0,H,1.80,2.00,1.80,2.00
SWE1,14/08/2023,Varnamo,Degerfors,0,1,A,1.80,2.00,1.80,2.00
SWE1,19/08/2023,Brommapojkarna,Halmstad,3,1,H,1.80,2.00,1.80,2.00
SWE1,19/08/2023,Degerfors,Goteborg,1,2,A,1.80,2.00,1.80,2.00
SWE1,19/08/2023,Varberg,Varnamo,0,3,A,1.80,2.00,1.80,2.00
SWE1,20/08/2023,Hacken,Sirius,3,2,H,1.80,2.00,1.80,2.00
SWE1,20/08/2023,Malmo FF,Djurgarden,0,0,D,1.80,2.00,1.80,2.00
SWE1,20/08/2023,Elfsborg,Mjallby,2,0,H,1.80,2.00,1.80,2.00
SWE1,20/08/2023,Kalmar,Hammarby,0,0,D,1.80,2.00,1.80,2.00
SWE1,21/08/2023,Norrkoping,AIK,3,1,H,1.80,2.00,1.80,2.00
SWE1,27/08/2023,Brommapojkarna,Kalmar,2,3,A,1.80,2.00,1.80,2.00
SWE1,27/08/2023,Mjallby,Hammarby,0,3,A,1.80,2.00,1.80,2.00
SWE1,27/08/2023,Varnamo,Halmstad,0,0,D,1.80,2.00,1.80,2.00
SWE1,27/08/2023,Djurgarden,Degerfors,4,1,H,1.80,2.00,1.80,2.00
SWE1,27/08/2023,Goteborg,Hacken,4,2,H,1.80,2.00,1.80,2.00
SWE1,28/08/2023,AIK,Varberg,3,0,H,1.80,2.00,1.80,2.00
SWE1,28/08/2023,Elfsborg,Norrkoping,3,2,H,1.80,2.00,1.80,2.00
SWE1,28/08/2023,Sirius,Malmo FF,1,3,A,1.80,2.00,1.80,2.00
SWE1,02/09/2023,Halmstad,Sirius,2,1,H,1.80,2.00,1.80,2.00
SWE1,02/09/2023,Varnamo,Elfsborg,1,0,H,1.80,2.00,1.80,2.00
SWE1,03/09/2023,Degerfors,Hacken,1,0,H,1.80,2.00,1.80,2.00
SWE1,03/09/2023,Hammarby,AIK,4,2,H,1.80,2.00,1.80,2.00
SWE1,03/09/2023,Kalmar,Mjallby,0,2,A,1.80,2.00,1.80,2.00
SWE1,03/09/2023,Malmo FF,Goteborg,2,2,D,1.80,2.00,1.80,2.00
SWE1,03/09/2023,Norrkoping,Djurgarden,0,2,A,1.80,2.00,1.80,2.00
SWE1,03/09/2023,Varberg,Brommapojkarna,4,3,H,1.80,2.00,1.80,2.00
SWE1,16/09/2023,Goteborg,Brommapojkarna,1,0,H,1.80,2.00,1.80,2.00
SWE1,16/09/2023,Sirius,Varberg,7,0,H,1.80,2.00,1.80,2.00
SWE1,16/09/2023,Djurgarden,Varnamo,1,2,A,1.80,2.00,1.80,2.00
SWE1,17/09/2023,Hammarby,Malmo FF,1,3,A,1.80,2.00,1.80,2.00
SWE1,17/09/2023,Elfsborg,Kalmar,0,3,A,1.80,2.00,1.80,2.00
SWE1,17/09/2023,Hacken,Halmstad,3,2,H,1.80,2.00,1.80,2.00
SWE1,18/09/2023,Norrkoping,Mjallby,0,2,A,1.80,2.00,1.80,2.00
SWE1,18/09/2023,AIK,Degerfors,2,0,H,1.80,2.00,1.80,2.00
SWE1,23/09/2023,Degerfors,Malmo FF,1,2,A,1.80,2.00,1.80,2.00
SWE1,23/09/2023,Brommapojkarna,Norrkoping,2,2,D,1.80,2.00,1.80,2.00
SWE1,24/09/2023,AIK,Djurgarden,2,0,H,1.80,2.00,1.80,2.00
SWE1,24/09/2023,Mjallby,Goteborg,0,1,A,1.80,2.00,1.80,2.00
SWE1,24/09/2023,Kalmar,Hacken,1,0,H,1.80,2.00,1.80,2.00
SWE1,24/09/2023,Varberg,Hammarby,0,1,A,1.80,2.00,1.80,2.00
SWE1,25/09/2023,Halmstad,Elfsborg,0,1,A,1.80,2.00,1.80,2.00
SWE1,25/09/2023,Varnamo,Sirius,0,1,A,1.80,2.00,1.80,2.00
SWE1,30/09/2023,Djurgarden,Halmstad,1,0,H,1.80,2.00,1.80,2.00
SWE1,30/09/2023,Norrkoping,Kalmar,1,0,H,1.80,2.00,1.80,2.00
SWE1,01/10/2023,Hacken,AIK,2,0,H,1.80,2.00,1.80,2.00
SWE1,01/10/2023,Sirius,Degerfors,3,2,H,1.80,2.00,1.80,2.00
SWE1,01/10/2023,Hammarby,Goteborg,1,1,D,1.80,2.00,1.80,2.00
SWE1,01/10/2023,Mjallby,Varnamo,2,3,A,1.80,2.00,1.80,2.00
SWE1,02/10/2023,Elfsborg,Varberg,2,1,H,1.80,2.00,1.80,2.00
SWE1,02/10/2023,Malmo FF,Brommapojkarna,2,1,H,1.80,2.00,1.80,2.00
SWE1,07/10/2023,AIK,Mjallby,1,0,H,1.80,2.00,1.80,2.00
SWE1,07/10/2023,Halmstad,Degerfors,0,0,D,1.80,2.00,1.80,2.00
SWE1,07/10/2023,Goteborg,Sirius,0,1,A,1.80,2.00,1.80,2.00
SWE1,08/10/2023,Brommapojkarna,Elfsborg,0,3,A,1.80,2.00,1.80,2.00
SWE1,08/10/2023,Kalmar,Malmo FF,1,0,H,1.80,2.00,1.80,2.00
SWE1,08/10/2023,Varnamo,Norrkoping,2,1,H,1.80,2.00,1.80,2.00
SWE1,08/10/2023,Hammarby,Hacken,2,2,D,1.80,2.00,1.80,2.00
SWE1,08/10/2023,Varberg,Djurgarden,0,1,A,1.80,2.00,1.80,2.00
SWE1,21/10/2023,Degerfors,Kalmar,1,3,A,1.80,2.00,1.80,2.00
SWE1,21/10/2023,Sirius,Brommapojkarna,3,2,H,1.80,2.00,1.80,2.00
SWE1,22/10/2023,Djurgarden,Hammarby,0,0,D,1.80,2.00,1.80,2.00
SWE1,22/10/2023,Halmstad,Mjallby,1,1,D,1.80,2.00,1.80,2.00
SWE1,22/10/2023,Hacken,Norrkoping,4,1,H,1.80,2.00,1.80,2.00
SWE1,22/10/2023,Malmo FF,Varberg,5,0,H,1.80,2.00,1.80,2.00
SWE1,23/10/2023,Varnamo,Goteborg,3,1,H,1.80,2.00,1.80,2.00
SWE1,23/10/2023,Elfsborg,AIK,3,0,H,1.80,2.00,1.80,2.00
SWE1,28/10/2023,Brommapojkarna,Djurgarden,1,2,A,1.80,2.00,1.80,2.00
SWE1,28/10/2023,Varberg,Degerfors,1,1,D,1.80,2.00,1.80,2.00
SWE1,29/10/2023,Kalmar,Varnamo,1,3,A,1.80,2.00,1.80,2.00
SWE1,29/10/2023,Mjallby,Hacken,2,1,H,1.80,2.00,1.80,2.00
SWE1,29/10/2023,Norrkoping,Malmo FF,0,1,A,1.80,2.00,1.80,2.00
SWE1,29/10/2023,AIK,Halmstad,1,1,D,1.80,2.00,1.80,2.00
SWE1,30/10/2023,Hammarby,Sirius,2,2,D,1.80,2.00,1.80,2.00
SWE1,30/10/2023,Goteborg,Elfsborg,1,2,A,1.80,2.00,1.80,2.00
SWE1,04/11/2023,Varnamo,Hammarby,0,0,D,1.80,2.00,1.80,2.00
SWE1,04/11/2023,Djurgarden,Sirius,2,4,A,1.80,2.00,1.80,2.00
SWE1,05/11/2023,Hacken,Malmo FF,4,2,H,1.80,2.00,1.80,2.00
SWE1,05/11/2023,Halmstad,Kalmar,3,0,H,1.80,2.00,1.80,2.00
SWE1,05/11/2023,Elfsborg,Degerfors,2,2,D,1.80,2.00,1.80,2.00
SWE1,05/11/2023,Mjallby,Brommapojkarna,1,2,A,1.80,2.00,1.80,2.00
SWE1,06/11/2023,Norrkoping,Varberg,4,3,H,1.80,2.00,1.80,2.00
SWE1,06/11/2023,Goteborg,AIK,1,1,D,1.80,2.00,1.80,2.00
SWE1,12/11/2023,AIK,Varnamo,3,1,H,1.80,2.00,1.80,2.00
SWE1,12/11/2023,Brommapojkarna,Hacken,2,1,H,1.80,2.00,1.80,2.00
SWE1,12/11/2023,Degerfors,Mjallby,1,2,A,1.80,2.00,1.80,2.00
SWE1,12/11/2023,Hammarby,Halmstad,2,2,D,1.80,2.00,1.80,2.00
SWE1,12/11/2023,Kalmar,Djurgarden,2,1,H,1.80,2.00,1.80,2.00
SWE1,12/11/2023,Malmo FF,Elfsborg,1,0,H,1.80,2.00,1.80,2.00
SWE1,12/11/2023,Sirius,Norrkoping,2,0,H,1.80,2.00,1.80,2.00
SWE1,12/11/2023,Varberg,Goteborg,1,2,A,1.80,2.00,1.80,2.00
SWE1,30/03/2024,Norrkoping,Malmo FF,1,5,A,1.80,2.00,1.80,2.00
SWE1,31/03/2024,GAIS,Brommapojkarna,0,4,A,1.80,2.00,1.80,2.00
SWE1,31/03/2024,Hammarby,Kalmar,3,1,H,1.80,2.00,1.80,2.00
SWE1,31/03/2024,Hacken,Mjallby,0,1,A,1.80,2.00,1.80,2.00
SWE1,01/04/2024,Goteborg,Djurgarden,1,4,A,1.80,2.00,1.80,2.00
SWE1,01/04/2024,Sirius,Halmstad,3,0,H,1.80,2.00,1.80,2.00
SWE1,01/04/2024,AIK,Vasteras SK,1,0,H,1.80,2.00,1.80,2.00
SWE1,01/04/2024,Elfsborg,Varnamo,2,2,D,1.80,2.00,1.80,2.00
SWE1,06/04/2024,Brommapojkarna,AIK,2,2,D,1.80,2.00,1.80,2.00
SWE1,06/04/2024,Mjallby,Norrkoping,3,0,H,1.80,2.00,1.80,2.00
SWE1,07/04/2024,Halmstad,Goteborg,1,0,H,1.80,2.00,1.80,2.00
SWE1,07/04/2024,Malmo FF,Hammarby,2,0,H,1.80,2.00,1.80,2.00
SWE1,07/04/2024,Vasteras SK,Elfsborg,0,1,A,1.80,2.00,1.80,2.00
SWE1,08/04/2024,Kalmar,Sirius,1,2,A,1.80,2.00,1.80,2.00
SWE1,08/04/2024,Varnamo,GAIS,1,2,A,1.80,2.00,1.80,2.00
SWE1,08/04/2024,Djurgarden,Hacken,3,3,D,1.80,2.00,1.80,2.00
SWE1,13/04/2024,Mjallby,AIK,1,1,D,1.80,2.00,1.80,2.00
SWE1,13/04/2024,Vasteras SK,Halmstad,0,1,A,1.80,2.00,1.80,2.00
SWE1,14/04/2024,Kalmar,Goteborg,0,1,A,1.80,2.00,1.80,2.00
SWE1,14/04/2024,Norrkoping,GAIS,1,0,H,1.80,2.00,1.80,2.00
SWE1,14/04/2024,Djurgarden,Sirius,2,0,H,1.80,2.00,1.80,2.00
SWE1,15/04/2024,Hacken,Brommapojkarna,4,3,H,1.80,2.00,1.80,2.00
SWE1,15/04/2024,Varnamo,Malmo FF,0,4,A,1.80,2.00,1.80,2.00
SWE1,15/04/2024,Hammarby,Elfsborg,3,0,H,1.80,2.00,1.80,2.00
SWE1,20/04/2024,Goteborg,Norrkoping,1,1,D,1.80,2.00,1.80,2.00
SWE1,20/04/2024,Sirius,Varnamo,0,1,A,1.80,2.00,1.80,2.00
SWE1,20/04/2024,Malmo FF,Vasteras SK,1,0,H,1.80,2.00,1.80,2.00
SWE1,21/04/2024,AIK,Djurgarden,2,0,H,1.80,2.00,1.80,2.00
SWE1,21/04/2024,GAIS,Mjallby,2,1,H,1.80,2.00,1.80,2.00
SWE1,21/04/2024,Hacken,Hammarby,2,1,H,1.80,2.00,1.80,2.00
SWE1,21/04/2024,Halmstad,Brommapojkarna,0,2,A,1.80,2.00,1.80,2.00
SWE1,22/04/2024,Elfsborg,Kalmar,1,2,A,1.80,2.00,1.80,2.00
SWE1,24/04/2024,AIK,Varnamo,2,0,H,1.80,2.00,1.80,2.00
SWE1,24/04/2024,Brommapojkarna,Sirius,1,1,D,1.80,2.00,1.80,2.00
SWE1,24/04/2024,Goteborg,Hacken,0,1,A,1.80,2.00,1.80,2.00
SWE1,25/04/2024,Djurgarden,Malmo FF,0,1,A,1.80,2.00,1.80,2.00
SWE1,25/04/2024,Halmstad,Hammarby,2,1,H,1.80,2.00,1.80,2.00
SWE1,25/04/2024,Kalmar,GAIS,2,3,A,1.80,2.00,1.80,2.00
SWE1,25/04/2024,Norrkoping,Elfsborg,4,2,H,1.80,2.00,1.80,2.00
SWE1,25/04/2024,Vasteras SK,Mjallby,2,1,H,1.80,2.00,1.80,2.00
SWE1,28/04/2024,Malmo FF,AIK,5,0,H,1.80,2.00,1.80,2.00
SWE1,28/04/2024,Varnamo,Halmstad,1,3,A,1.80,2.00,1.80,2.00
SWE1,28/04/2024,Djurgarden,GAIS,1,0,H,1.80,2.00,1.80,2.00
SWE1,28/04/2024,Hacken,Norrkoping,1,2,A,1.80,2.00,1.80,2.00
SWE1,29/04/2024,Brommapojkarna,Goteborg,0,3,A,1.80,2.00,1.80,2.00
SWE1,29/04/2024,Elfsborg,Sirius,2,0,H,1.80,2.00,1.80,2.00
SWE1,29/04/2024,Mjallby,Kalmar,3,2,H,1.80,2.00,1.80,2.00
SWE1,29/04/2024,Hammarby,Vasteras SK,2,1,H,1.80,2.00,1.80,2.00
SWE1,04/05/2024,Kalmar,Halmstad,5,2,H,1.80,2.00,1.80,2.00
SWE1,04/05/2024,Mjallby,Brommapojkarna,1,1,D,1.80,2.00,1.80,2.00
SWE1,04/05/2024,Sirius,Hacken,0,3,A,1.80,2.00,1.80,2.00
SWE1,05/05/2024,Elfsborg,Malmo FF,3,1,H,1.80,2.00,1.80,2.00
SWE1,05/05/2024,Vasteras SK,Djurgarden,0,2,A,1.80,2.00,1.80,2.00
SWE1,05/05/2024,AIK,Norrkoping,6,2,H,1.80,2.00,1.80,2.00
SWE1,05/05/2024,Hammarby,Varnamo,1,2,A,1.80,2.00,1.80,2.00
SWE1,06/05/2024,GAIS,Goteborg,2,1,H,1.80,2.00,1.80,2.00
SWE1,11/05/2024,AIK,Sirius,1,3,A,1.80,2.00,1.80,2.00
SWE1,11/05/2024,Halmstad,Mjallby,1,3,A,1.80,2.00,1.80,2.00
SWE1,11/05/2024,GAIS,Vasteras SK,2,0,H,1.80,2.00,1.80,2.00
SWE1,12/05/2024,Hacken,Kalmar,3,1,H,1.80,2.00,1.80,2.00
SWE1,12/05/2024,Norrkoping,Hammarby,1,2,A,1.80,2.00,1.80,2.00
SWE1,12/05/2024,Djurgarden,Elfsborg,2,0,H,1.80,2.00,1.80,2.00
SWE1,12/05/2024,Varnamo,Brommapojkarna,1,1,D,1.80,2.00,1.80,2.00
SWE1,13/05/2024,Goteborg,Malmo FF,0,3,A,1.80,2.00,1.80,2.00
SWE1,15/05/2024,Elfsborg,AIK,6,1,H,1.80,2.00,1.80,2.00
SWE1,15/05/2024,Halmstad,Hacken,3,0,H,1.80,2.00,1.80,2.00
SWE1,15/05/2024,Mjallby,Hammarby,3,0,H,1.80,2.00,1.80,2.00
SWE1,15/05/2024,Vasteras SK,Varnamo,0,2,A,1.80,2.00,1.80,2.00
SWE1,16/05/2024,Brommapojkarna,Djurgarden,0,5,A,1.80,2.00,1.80,2.00
SWE1,16/05/2024,Kalmar,Norrkoping,1,1,D,1.80,2.00,1.80,2.00
SWE1,16/05/2024,Malmo FF,GAIS,1,0,H,1.80,2.00,1.80,2.00
SWE1,16/05/2024,Sirius,Goteborg,2,2,D,1.80,2.00,1.80,2.00
SWE1,19/05/2024,Brommapojkarna,Norrkoping,2,1,H,1.80,2.00,1.80,2.00
SWE1,19/05/2024,Hammarby,AIK,2,1,H,1.80,2.00,1.80,2.00
SWE1,19/05/2024,GAIS,Elfsborg,2,1,H,1.80,2.00,1.80,2.00
SWE1,19/05/2024,Varnamo,Kalmar,0,2,A,1.80,2.00,1.80,2.00
SWE1,20/05/2024,Djurgarden,Halmstad,2,0,H,1.80,2.00,1.80,2.00
SWE1,20/05/2024,Sirius,Vasteras SK,0,0,D,1.80,2.00,1.80,2.00
SWE1,20/05/2024,Hacken,Malmo FF,2,2,D,1.80,2.00,1.80,2.00
SWE1,21/05/2024,Goteborg,Mjallby,1,0,H,1.80,2.00,1.80,2.00
SWE1,24/05/2024,Elfsborg,Halmstad,2,0,H,1.80,2.00,1.80,2.00
SWE1,24/05/2024,Malmo FF,Kalmar,5,0,H,1.80,2.00,1.80,2.00
SWE1,25/05/2024,GAIS,Hacken,3,0,H,1.80,2.00,1.80,2.00
SWE1,25/05/2024,Mjallby,Djurgarden,1,3,A,1.80,2.00,1.80,2.00
SWE1,26/05/2024,Hammarby,Sirius,3,0,H,1.80,2.00,1.80,2.00
SWE1,26/05/2024,Vasteras SK,Brommapojkarna,1,1,D,1.80,2.00,1.80,2.00
SWE1,27/05/2024,Norrkoping,Varnamo,0,4,A,1.80,2.00,1.80,2.00
SWE1,27/05/2024,AIK,Goteborg,5,2,H,1.80,2.00,1.80,2.00
SWE1,28/05/2024,Malmo FF,Elfsborg,2,1,H,1.80,2.00,1.80,2.00
SWE1,29/05/2024,Mjallby,Hacken,2,1,H,1.80,2.00,1.80,2.00
SWE1,01/06/2024,Brommapojkarna,Malmo FF,2,2,D,1.80,2.00,1.80,2.00
SWE1,01/06/2024,Goteborg,Elfsborg,1,0,H,1.80,2.00,1.80,2.00
SWE1,01/06/2024,Halmstad,GAIS,4,0,H,1.80,2.00,1.80,2.00
SWE1,01/06/2024,Sirius,Norrkoping,5,1,H,1.80,2.00,1.80,2.00
SWE1,02/06/2024,Djurgarden,Hammarby,0,3,A,1.80,2.00,1.80,2.00
SWE1,02/06/2024,Kalmar,Vasteras SK,0,4,A,1.80,2.00,1.80,2.00
SWE1,02/06/2024,Hacken,AIK,4,1,H,1.80,2.00,1.80,2.00
SWE1,02/06/2024,Varnamo,Mjallby,1,2,A,1.80,2.00,1.80,2.00
SWE1,06/07/2024,Elfsborg,Brommapojkarna,3,0,H,1.80,2.00,1.80,2.00
SWE1,06/07/2024,Mjallby,Sirius,3,2,H,1.80,2.00,1.80,2.00
SWE1,07/07/2024,AIK,Kalmar,1,2,A,1.80,2.00,1.80,2.00
SWE1,07/07/2024,Varnamo,Goteborg,2,0,H,1.80,2.00,1.80,2.00
SWE1,07/07/2024,GAIS,Hammarby,0,0,D,1.80,2.00,1.80,2.00
SWE1,07/07/2024,Malmo FF,Halmstad,5,1,H,1.80,2.00,1.80,2.00
SWE1,08/07/2024,Norrkoping,Djurgarden,1,3,A,1.80,2.00,1.80,2.00
SWE1,08/07/2024,Vasteras SK,Hacken,1,2,A,1.80,2.00,1.80,2.00
SWE1,13/07/2024,Mjallby,Malmo FF,2,1,H,1.80,2.00,1.80,2.00
SWE1,13/07/2024,Sirius,GAIS,3,1,H,1.80,2.00,1.80,2.00
SWE1,14/07/2024,Djurgarden,Varnamo,1,0,H,1.80,2.00,1.80,2.00
SWE1,14/07/2024,Hacken,Elfsborg,3,5,A,1.80,2.00,1.80,2.00
SWE1,14/07/2024,Kalmar,Brommapojkarna,0,1,A,1.80,2.00,1.80,2.00
SWE1,14/07/2024,Vasteras SK,Norrkoping,2,1,H,1.80,2.00,1.80,2.00
SWE1,15/07/2024,Halmstad,AIK,1,2,A,1.80,2.00,1.80,2.00
SWE1,15/07/2024,Hammarby,Goteborg,0,1,A,1.80,2.00,1.80,2.00
SWE1,19/07/2024,Sirius,Malmo FF,3,4,A,1.80,2.00,1.80,2.00
SWE1,20/07/2024,Kalmar,Djurgarden,2,1,H,1.80,2.00,1.80,2.00
SWE1,20/07/2024,Varnamo,Hacken,2,2,D,1.80,2.00,1.80,2.00
SWE1,20/07/2024,Brommapojkarna,Hammarby,0,2,A,1.80,2.00,1.80,2.00
SWE1,21/07/2024,Norrkoping,Halmstad,1,0,H,1.80,2.00,1.80,2.00
SWE1,21/07/2024,Elfsborg,Mjallby,3,1,H,1.80,2.00,1.80,2.00
SWE1,21/07/2024,Goteborg,Vasteras SK,1,1,D,1.80,2.00,1.80,2.00
SWE1,22/07/2024,GAIS,AIK,2,0,H,1.80,2.00,1.80,2.00
SWE1,27/07/2024,Norrkoping,Kalmar,2,0,H,1.80,2.00,1.80,2.00
SWE1,27/07/2024,Goteborg,Brommapojkarna,3,4,A,1.80,2.00,1.80,2.00
SWE1,27/07/2024,Malmo FF,Sirius,0,1,A,1.80,2.00,1.80,2.00
SWE1,27/07/2024,Halmstad,Varnamo,1,0,H,1.80,2.00,1.80,2.00
SWE1,28/07/2024,Elfsborg,Djurgarden,1,2,A,1.80,2.00,1.80,2.00
SWE1,28/07/2024,Hacken,Vasteras SK,4,0,H,1.80,2.00,1.80,2.00
SWE1,28/07/2024,Hammarby,Mjallby,3,0,H,1.80,2.00,1.80,2.00
SWE1,29/07/2024,AIK,GAIS,0,1,A,1.80,2.00,1.80,2.00
SWE1,03/08/2024,GAIS,Norrkoping,0,1,A,1.80,2.00,1.80,2.00
SWE1,03/08/2024,Vasteras SK,AIK,1,2,A,1.80,2.00,1.80,2.00
SWE1,03/08/2024,Brommapojkarna,Halmstad,4,1,H,1.80,2.00,1.80,2.00
SWE1,04/08/2024,Djurgarden,Goteborg,1,1,D,1.80,2.00,1.80,2.00
SWE1,04/08/2024,Varnamo,Sirius,2,4,A,1.80,2.00,1.80,2.00
SWE1,04/08/2024,Kalmar,Hammarby,1,4,A,1.80,2.00,1.80,2.00
SWE1,10/08/2024,Halmstad,Malmo FF,0,1,A,1.80,2.00,1.80,2.00
SWE1,10/08/2024,Norrkoping,Vasteras SK,2,1,H,1.80,2.00,1.80,2.00
SWE1,10/08/2024,Goteborg,Varnamo,0,0,D,1.80,2.00,1.80,2.00
SWE1,11/08/2024,AIK,Mjallby,1,0,H,1.80,2.00,1.80,2.00
SWE1,11/08/2024,Elfsborg,GAIS,2,1,H,1.80,2.00,1.80,2.00
SWE1,11/08/2024,Sirius,Kalmar,3,1,H,1.80,2.00,1.80,2.00
SWE1,12/08/2024,Hammarby,Brommapojkarna,3,3,D,1.80,2.00,1.80,2.00
SWE1,17/08/2024,Goteborg,Sirius,1,1,D,1.80,2.00,1.80,2.00
SWE1,17/08/2024,Malmo FF,Norrkoping,2,1,H,1.80,2.00,1.80,2.00
SWE1,17/08/2024,Varnamo,Hammarby,0,3,A,1.80,2.00,1.80,2.00
SWE1,17/08/2024,Vasteras SK,Kalmar,2,1,H,1.80,2.00,1.80,2.00
SWE1,18/08/2024,Brommapojkarna,Hacken,1,3,A,1.80,2.00,1.80,2.00
SWE1,18/08/2024,Djurgarden,AIK,0,2,A,1.80,2.00,1.80,2.00
SWE1,18/08/2024,Mjallby,Elfsborg,1,1,D,1.80,2.00,1.80,2.00
SWE1,18/08/2024,GAIS,Halmstad,3,1,H,1.80,2.00,1.80,2.00
SWE1,24/08/2024,Kalmar,Malmo FF,2,2,D,1.80,2.00,1.80,2.00
SWE1,25/08/2024,Elfsborg,Goteborg,3,1,H,1.80,2.00,1.80,2.00
SWE1,25/08/2024,Sirius,Djurgarden,0,1,A,1.80,2.00,1.80,2.00
SWE1,25/08/2024,AIK,Brommapojkarna,2,1,H,1.80,2.00,1.80,2.00
SWE1,25/08/2024,Hacken,Varnamo,1,1,D,1.80,2.00,1.80,2.00
SWE1,26/08/2024,Halmstad,Vasteras SK,0,1,A,1.80,2.00,1.80,2.00
SWE1,26/08/2024,Hammarby,GAIS,0,0,D,1.80,2.00,1.80,2.00
SWE1,26/08/2024,Norrkoping,Mjallby,1,2,A,1.80,2.00,1.80,2.00
SWE1,31/08/2024,GAIS,Kalmar,1,1,D,1.80,2.00,1.80,2.00
SWE1,31/08/2024,Varnamo,AIK,0,1,A,1.80,2.00,1.80,2.00
SWE1,31/08/2024,Mjallby,Halmstad,3,1,H,1.80,2.00,1.80,2.00
SWE1,31/08/2024,Vasteras SK,Sirius,1,2,A,1.80,2.00,1.80,2.00
SWE1,01/09/2024,Brommapojkarna,Elfsborg,3,3,D,1.80,2.00,1.80,2.00
SWE1,01/09/2024,Malmo FF,Djurgarden,4,0,H,1.80,2.00,1.80,2.00
SWE1,01/09/2024,Goteborg,Hammarby,0,1,A,1.80,2.00,1.80,2.00
SWE1,01/09/2024,Norrkoping,Hacken,3,3,D,1.80,2.00,1.80,2.00
SWE1,14/09/2024,Vasteras SK,GAIS,2,3,A,1.80,2.00,1.80,2.00
SWE1,15/09/2024,AIK,Malmo FF,0,0,D,1.80,2.00,1.80,2.00
SWE1,15/09/2024,Djurgarden,Mjallby,1,1,D,1.80,2.00,1.80,2.00
SWE1,15/09/2024,Sirius,Brommapojkarna,3,2,H,1.80,2.00,1.80,2.00
SWE1,15/09/2024,Hacken,Goteborg,3,3,D,1.80,2.00,1.80,2.00
SWE1,15/09/2024,Halmstad,Elfsborg,0,1,A,1.80,2.00,1.80,2.00
SWE1,15/09/2024,Kalmar,Varnamo,3,1,H,1.80,2.00,1.80,2.00
SWE1,16/09/2024,Hammarby,Norrkoping,1,1,D,1.80,2.00,1.80,2.00
SWE1,18/09/2024,GAIS,Malmo FF,0,0,D,1.80,2.00,1.80,2.00
SWE1,19/09/2024,Elfsborg,Norrkoping,2,2,D,1.80,2.00,1.80,2.00
SWE1,19/09/2024,Hacken,Djurgarden,1,2,A,1.80,2.00,1.80,2.00
SWE1,21/09/2024,Kalmar,AIK,0,1,A,1.80,2.00,1.80,2.00
SWE1,21/09/2024,Brommapojkarna,Mjallby,0,0,D,1.80,2.00,1.80,2.00
SWE1,22/09/2024,Elfsborg,Hammarby,0,0,D,1.80,2.00,1.80,2.00
SWE1,22/09/2024,GAIS,Djurgarden,3,0,H,1.80,2.00,1.80,2.00
SWE1,22/09/2024,Varnamo,Vasteras SK,2,0,H,1.80,2.00,1.80,2.00
SWE1,22/09/2024,Malmo FF,Hacken,4,0,H,1.80,2.00,1.80,2.00
SWE1,23/09/2024,Goteborg,Halmstad,1,1,D,1.80,2.00,1.80,2.00
SWE1,25/09/2024,Djurgarden,Brommapojkarna,2,1,H,1.80,2.00,1.80,2.00
SWE1,25/09/2024,Mjallby,Varnamo,1,1,D,1.80,2.00,1.80,2.00
SWE1,25/09/2024,Sirius,AIK,0,1,A,1.80,2.00,1.80,2.00
SWE1,26/09/2024,Halmstad,Kalmar,2,2,D,1.80,2.00,1.80,2.00
SWE1,26/09/2024,Hammarby,Hacken,2,0,H,1.80,2.00,1.80,2.00
SWE1,26/09/2024,Vasteras SK,Goteborg,1,1,D,1.80,2.00,1.80,2.00
SWE1,29/09/2024,AIK,Hammarby,1,0,H,1.80,2.00,1.80,2.00
SWE1,29/09/2024,Halmstad,Norrkoping,0,0,D,1.80,2.00,1.80,2.00
SWE1,29/09/2024,Varnamo,Djurgarden,1,1,D,1.80,2.00,1.80,2.00
SWE1,29/09/2024,Hacken,Sirius,2,0,H,1.80,2.00,1.80,2.00
