Date,League,LeagueName,HomeTeam,AwayTeam,FTHG,FTAG,O25,U25,BTTSY,BTTSN
2024-10-27,ES2,Spanien · Segunda División,Zaragoza,Burgos,3,0,3.18,1.29,2.54,1.49
2024-10-30,ES2,Spanien · Segunda División,Eibar,Elche,2,0,2.79,1.5,2.43,1.63
2024-11-01,ES2,Spanien · Segunda División,Sporting,Levante,1,0,1.72,2.01,1.67,2.26
2024-11-04,ES2,Spanien · Segunda División,Zaragoza,Elche,1,1,2.96,1.44,2.59,1.49
2024-11-05,ES2,Spanien · Segunda División,Sporting,Burgos,1,0,2.22,1.62,1.96,1.83
2024-11-06,ES2,Spanien · Segunda División,Elche,Eibar,0,1,2.56,1.42,2.2,1.55
2024-11-09,ES2,Spanien · Segunda División,Eibar,Burgos,2,2,2.63,1.49,2.17,1.63
2024-11-12,ES2,Spanien · Segunda División,Levante,Burgos,4,1,2.16,1.58,1.96,1.91
2024-11-15,ES2,Spanien · Segunda División,Oviedo,Burgos,2,0,2.64,1.48,2.2,1.69
2024-11-17,ES2,Spanien · Segunda División,Oviedo,Eibar,4,2,2.51,1.52,2.15,1.74
2024-11-18,ES2,Spanien · Segunda División,Tenerife,Zaragoza,0,0,3.45,1.26,2.8,1.51
2024-11-20,ES2,Spanien · Segunda División,Sporting,Zaragoza,1,0,2.64,1.5,2.15,1.63
2024-11-21,ES2,Spanien · Segunda División,Levante,Eibar,3,1,2.15,1.61,1.91,1.89
